text,label
L&T fraud investigation,0
Institutional selling seen in ICICI Bank,0
HDFC Bank stock price hits multi-year low,0
Default risk warning for एसबीआई bonds,0
Airtel margin pressure increases due to inflation,0
ITC stock price hits multi-year low,0
अडानी stock crash worries retail investors,0
टाटा stock breaks critical support level,0
ICICI Bank reports disappointing loss,0
Negative outlook for रिलायंस in next quarter,0
SBI stock breaks critical support level,0
SBI का मुनाफा 280% बढ़ा,1
SEBI ने Tata Motors पर लगाया 22 करोड़ का जुर्माना,0
Huge delivery volume seen in ITC counter,1
ITC stock touches 52-week high,1
रिलायंस audit shows accounting irregularities,0
Institutional selling seen in Airtel,0
RBI action against रिलायंस creates panic,0
"टाटा के शेयर धड़ाम, 5% की गिरावट",0
HDFC Bank rating downgraded to Sell,0
Record production achieved by HDFC Bank in Q4,1
L&T को मिला 500 करोड़ का बड़ा प्रोजेक्ट,1
SBI shares fall due to tech selloff,0
Huge delivery volume seen in Infosys counter,1
Reliance audit shows accounting irregularities,0
ITC के सीईओ ने दिया इस्तीफा,0
टाटा shares fall due to tech selloff,0
रिलायंस के सीईओ ने दिया इस्तीफा,0
Default risk warning for Airtel bonds,0
ICICI Bank ke results bhot acche rahe,1
इन्फोसिस margin pressure increases due to inflation,0
SBI shares fall due to tech selloff,0
L&T ने किया धमाकेदार डिविडेंड का ऐलान,1
Reliance miss key ESG targets,0
ICICI Bank rating downgraded to Sell,0
SBI stock breaks critical support level,0
Reliance shares fall due to tech selloff,0
HDFC Bank signs strategic partnership with Apple,1
SEBI ने TCS पर लगाया 93 करोड़ का जुर्माना,0
Tata Motors audit shows accounting irregularities,0
टाटा board approves buyback,1
Default risk warning for Reliance bonds,0
अडानी miss key ESG targets,0
अडानी को मिला 416 करोड़ का बड़ा प्रोजेक्ट,1
ICICI Bank stock price hits multi-year low,0
अडानी stock crash worries retail investors,0
ICICI Bank के शेयर रॉकेट बन गए,1
Reliance का मुनाफा 18% बढ़ा,1
Major recovery seen in अडानी shares today,1
Airtel profit falls below market expectation,0
Major recovery seen in Airtel shares today,1
Weak demand for ITC products globally,0
Infosys stock breaks critical support level,0
Tata Motors के शेयर रॉकेट बन गए,1
Bull run continues for टाटा stocks,1
रिलायंस reports disappointing loss,0
Analysts give 'Strong Buy' rating to एसबीआई,1
Infosys miss key ESG targets,0
Tata Motors to shut down 450 non-profitable stores,0
HDFC Bank के सीईओ ने दिया इस्तीफा,0
ITC profit falls below market expectation,0
HDFC Bank announces bonus issue,1
Weak demand for ICICI Bank products globally,0
Bull run continues for Reliance stocks,1
Infosys audit shows accounting irregularities,0
टाटा stock breaks critical support level,0
Airtel के मुनाफे में 271% की गिरावट,0
ICICI Bank business expansion in Middle East,1
Infosys business expansion in Middle East,1
इन्फोसिस lower circuit locked,0
एसबीआई को मिला 115 करोड़ का बड़ा प्रोजेक्ट,1
L&T के सीईओ ने दिया इस्तीफा,0
Infosys rating downgraded to Sell,0
ICICI Bank reports zero debt status,1
Bull run continues for एसबीआई stocks,1
Airtel reports disappointing loss,0
SBI shares fall due to tech selloff,0
अडानी shares fall due to tech selloff,0
रिलायंस to enter 1 trillion club soon,1
Weak demand for SBI products globally,0
SBI reports zero debt status,1
अडानी के शेयर रॉकेट बन गए,1
SEBI ने ITC पर लगाया 207 करोड़ का जुर्माना,0
अडानी के सीईओ ने दिया इस्तीफा,0
"HDFC Bank launches new AI product, stock bullish",1
FIIs increase stake in Reliance,1
Airtel profit falls below market expectation,0
Weak demand for HDFC Bank products globally,0
ITC factory fire causes major loss,0
Major recovery seen in रिलायंस shares today,1
Analysts give 'Strong Buy' rating to TCS,1
Panic selling in एसबीआई after policy change,0
TCS shares fall due to tech selloff,0
Infosys factory fire causes major loss,0
HDFC Bank stock upgrade by Morgan Stanley,1
ICICI Bank stock upgrade by Morgan Stanley,1
L&T के शेयर रॉकेट बन गए,1
Breaking: Govt approves tax holiday for Reliance,1
ITC reports disappointing loss,0
Tata Motors के सीईओ ने दिया इस्तीफा,0
ICICI Bank को मिला 8 करोड़ का बड़ा प्रोजेक्ट,1
Infosys miss key ESG targets,0
Reliance stock crash worries retail investors,0
SEBI ने TCS पर लगाया 272 करोड़ का जुर्माना,0
Infosys को मिला 48 करोड़ का बड़ा प्रोजेक्ट,1
टाटा wins major order in USA,1
TCS faces labor strike in major plant,0
टाटा के शेयर रॉकेट बन गए,1
Default risk warning for रिलायंस bonds,0
Airtel का मुनाफा 187% बढ़ा,1
इन्फोसिस के मुनाफे में 381% की गिरावट,0
Airtel lower circuit locked,0
Weak demand for Infosys products globally,0
एसबीआई announces bonus issue,1
Negative outlook for TCS in next quarter,0
Negative outlook for TCS in next quarter,0
RBI action against TCS creates panic,0
अडानी miss key ESG targets,0
ITC fraud investigation,0
Reliance के शेयर रॉकेट बन गए,1
ITC rating downgraded to Sell,0
Major recovery seen in टाटा shares today,1
SEBI ने Airtel पर लगाया 418 करोड़ का जुर्माना,0
एसबीआई ने किया धमाकेदार डिविडेंड का ऐलान,1
Tata Motors shares fall due to tech selloff,0
Tata Motors ने किया धमाकेदार डिविडेंड का ऐलान,1
ICICI Bank to shut down 71 non-profitable stores,0
अडानी rating downgraded to Sell,0
इन्फोसिस factory fire causes major loss,0
अडानी net profit jumps to 465 crore,1
ICICI Bank stock crash worries retail investors,0
Heavy selloff in एसबीआई as promoters exit,0
Tata Motors business expansion in Middle East,1
ICICI Bank lower circuit locked,0
Tata Motors lower circuit locked,0
इन्फोसिस wins major order in USA,1
एसबीआई faces labor strike in major plant,0
SEBI ने Reliance पर लगाया 461 करोड़ का जुर्माना,0
टाटा board approves buyback,1
Analysts give 'Strong Buy' rating to अडानी,1
L&T miss key ESG targets,0
अडानी ने किया धमाकेदार डिविडेंड का ऐलान,1
Negative outlook for SBI in next quarter,0
ITC ने किया धमाकेदार डिविडेंड का ऐलान,1
RBI action against इन्फोसिस creates panic,0
Record production achieved by अडानी in Q4,1
टाटा stock upgrade by Morgan Stanley,1
Infosys factory fire causes major loss,0
Airtel reports zero debt status,1
Major recovery seen in ICICI Bank shares today,1
L&T stock upgrade by Morgan Stanley,1
इन्फोसिस announces bonus issue,1
Major recovery seen in L&T shares today,1
ITC factory fire causes major loss,0
Breaking: Govt approves tax holiday for Reliance,1
HDFC Bank announces bonus issue,1
SBI lower circuit locked,0
एसबीआई reports disappointing loss,0
"ICICI Bank launches new AI product, stock bullish",1
Airtel margin pressure increases due to inflation,0
Airtel wins major order in USA,1
Tata Motors stock price hits multi-year low,0
Huge delivery volume seen in SBI counter,1
Negative outlook for एसबीआई in next quarter,0
Reliance wins major order in USA,1
HDFC Bank stock breaks critical support level,0
Reliance audit shows accounting irregularities,0
SBI ने किया धमाकेदार डिविडेंड का ऐलान,1
ICICI Bank shares fall due to tech selloff,0
Infosys signs strategic partnership with Apple,1
इन्फोसिस reports disappointing loss,0
टाटा signs strategic partnership with Apple,1
Record production achieved by SBI in Q4,1
SEBI ने ICICI Bank पर लगाया 106 करोड़ का जुर्माना,0
ITC miss key ESG targets,0
TCS management predicts strong growth next year,1
Infosys का मुनाफा 221% बढ़ा,1
Reliance miss key ESG targets,0
टाटा reports disappointing loss,0
